repo,pull_request,label,file_path,function_name,function_start_line,function_end_line,function,loc,sloc,cyclomatic_complexity,num_parameters,doc_lines,doc_text,doc_entropy,total_entropy,doc_readability,semgrep_findings,semgrep_findings_count,doc_code_overlap,doc_redundancy,pr_date_merged,pr_date_created,pr_date_closed,turnover_c5,turnover_c10,turnover_c20,turnover_m1,turnover_m3,group
https://api.github.com/repos/hw-native-sys/simpler,727,Claude_Code,examples/a5/tensormap_and_ringbuffer/vector_example/test_vector_example.py,generate_args,59,65,"def generate_args(self, params):
    SIZE = 128 * 128
    return TaskArgsBuilder(
        Tensor(""a"", torch.full((SIZE,), 2.0, dtype=torch.float32)),
        Tensor(""b"", torch.full((SIZE,), 3.0, dtype=torch.float32)),
        Tensor(""f"", torch.zeros(SIZE, dtype=torch.float32)),
    )",7,7,1,2,0,,nan,3.6711,nan,{},0,nan,nan,2026-05-09T05:45:20Z,2026-05-09T02:05:49Z,2026-05-09T05:45:20Z,,,,,,agent
https://api.github.com/repos/hw-native-sys/simpler,727,Claude_Code,examples/a5/tensormap_and_ringbuffer/vector_example/test_vector_example.py,compute_golden,67,68,"def compute_golden(self, args, params):
    args.f[:] = (args.a + args.b + 1) * (args.a + args.b + 2) + (args.a + args.b)",2,2,1,3,0,,nan,2.4843,nan,{},0,nan,nan,2026-05-09T05:45:20Z,2026-05-09T02:05:49Z,2026-05-09T05:45:20Z,,,,,,agent
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,runCC45,20,41,"// Helper: Run the C compiler and capture stderr
static std::pair<int, std::string> runCC45(const std::string& cCode) {
    // Write C code to temp file
    std::ofstream c_file(""/tmp/test_struct_temp.c"");
    c_file << cCode;
    c_file.close();

    // Run cc45 and capture stderr only
    int ret = system(""./bin/cc45 /tmp/test_struct_temp.c -o /tmp/test_struct_temp.s 2>/tmp/test_struct_stderr.txt >/dev/null"");

    // Read captured stderr
    std::string stderr_content;
    std::ifstream stderr_file(""/tmp/test_struct_stderr.txt"");
    if (stderr_file) {
        std::stringstream buffer;
        buffer << stderr_file.rdbuf();
        stderr_content = buffer.str();
        stderr_file.close();
    }

    return {ret, stderr_content};
}",21,15,2,1,4,// Helper: Run the C compiler and capture stderr // Write C code to temp file // Run cc45 and capture stderr only // Read captured stderr,3.969,5.3124,73.1421739130435,{},0,0.1176,0.2609,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,,"('b069133bfa4cc5cf04a050b696f301250f916d15', 0.0)",,,,agent
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,test_fam_in_union,43,56,"// Test 1: Flexible array member in union (should fail)
void test_fam_in_union() {
    std::string code = R""(
union U {
    int x;
    int data[];
};
int main() { return 0; }
)"";
    auto [ret, stderr] = runCC45(code);
    CHECK(ret != 0, ""FAM in union compilation fails"");
    CHECK(stderr.find(""not allowed in union"") != std::string::npos,
          ""FAM in union error message correct"");
}",13,13,1,0,1,// Test 1: Flexible array member in union (should fail),3.0,4.9202,66.10000000000002,{},0,0.25,0.0,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,,"('b069133bfa4cc5cf04a050b696f301250f916d15', 0.0)",,,,agent
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,test_fam_not_last,58,71,"// Test 2: Flexible array member not last (should fail)
void test_fam_not_last() {
    std::string code = R""(
struct S {
    int data[];
    int x;
};
int main() { return 0; }
)"";
    auto [ret, stderr] = runCC45(code);
    CHECK(ret != 0, ""FAM not last compilation fails"");
    CHECK(stderr.find(""must be the last member"") != std::string::npos,
          ""FAM not last error message correct"");
}",13,13,1,0,1,// Test 2: Flexible array member not last (should fail),3.0,5.056,75.50000000000003,{},0,0.375,0.0,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,,"('b069133bfa4cc5cf04a050b696f301250f916d15', 0.0)",,,,agent
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,test_struct_only_fam,73,85,"// Test 3: Struct with only flexible array member (should fail)
void test_struct_only_fam() {
    std::string code = R""(
struct S {
    int data[];
};
int main() { return 0; }
)"";
    auto [ret, stderr] = runCC45(code);
    CHECK(ret != 0, ""Struct with only FAM compilation fails"");
    CHECK(stderr.find(""must have at least one other member"") != std::string::npos,
          ""Struct only FAM error message correct"");
}",12,12,1,0,1,// Test 3: Struct with only flexible array member (should fail),3.1699,5.1483,69.78500000000001,{},0,0.4444,0.0,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,,"('b069133bfa4cc5cf04a050b696f301250f916d15', 0.0)",,,,agent
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,test_unknown_struct_member,87,99,"// Test 4: Unknown struct/union type in member layout (should fail)
void test_unknown_struct_member() {
    std::string code = R""(
struct S {
    struct Unknown u;
};
int main() { return 0; }
)"";
    auto [ret, stderr] = runCC45(code);
    CHECK(ret != 0, ""Unknown struct member compilation fails"");
    CHECK(stderr.find(""Unknown struct/union type"") != std::string::npos,
          ""Unknown struct member error message correct"");
}",12,12,1,0,1,// Test 4: Unknown struct/union type in member layout (should fail),3.3219,4.7798,69.78500000000001,{},0,0.5,0.0,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,,"('b069133bfa4cc5cf04a050b696f301250f916d15', 0.0)",,,,agent
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,test_dot_on_non_struct,101,114,"// Test 5: Dot operator on non-struct type (should fail)
void test_dot_on_non_struct() {
    std::string code = R""(
int main() {
    int x = 5;
    int y = x.member;
    return 0;
}
)"";
    auto [ret, stderr] = runCC45(code);
    CHECK(ret != 0, ""Dot on non-struct compilation fails"");
    CHECK(stderr.find(""Dot/Arrow operator on non-struct type"") != std::string::npos,
          ""Dot on non-struct error message correct"");
}",13,13,1,0,1,// Test 5: Dot operator on non-struct type (should fail),3.1699,4.8723,75.50000000000003,{},0,0.6667,0.0,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,,"('b069133bfa4cc5cf04a050b696f301250f916d15', 0.0)",,,,agent
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,test_unknown_struct_access,116,129,"// Test 6: Unknown struct type in member access (should fail)
void test_unknown_struct_access() {
    std::string code = R""(
int main() {
    struct Unknown s;
    int x = s.member;
    return 0;
}
)"";
    auto [ret, stderr] = runCC45(code);
    CHECK(ret != 0, ""Unknown struct access compilation fails"");
    CHECK(stderr.find(""Unknown struct/union type"") != std::string::npos,
          ""Unknown struct access error message correct"");
}",13,13,1,0,1,// Test 6: Unknown struct type in member access (should fail),3.1699,4.8227,86.70500000000001,{},0,0.5556,0.0,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,,"('b069133bfa4cc5cf04a050b696f301250f916d15', 0.0)",,,,agent
https://api.github.com/repos/CTalkobt/M65Compiler,38,Claude_Code,src/test/test_validation_struct.cpp,test_member_not_found,131,147,"// Test 7: Member not found in struct (should fail)
void test_member_not_found() {
    std::string code = R""(
struct S {
    int x;
};
int main() {
    struct S s;
    int y = s.z;
    return 0;
}
)"";
    auto [ret, stderr] = runCC45(code);
    CHECK(ret != 0, ""Member not found compilation fails"");
    CHECK(stderr.find(""not found"") != std::string::npos,
          ""Member not found error message correct"");
}",16,16,1,0,1,// Test 7: Member not found in struct (should fail),3.0,4.8241,103.70000000000002,{},0,0.5,0.0,2026-05-09T02:51:26Z,2026-05-09T01:54:27Z,2026-05-09T02:51:27Z,,"('b069133bfa4cc5cf04a050b696f301250f916d15', 0.0)",,,,agent
